DATA_SOURCE,Unique_Project_ID,Project_Name,Bay_Segment,Lead_Entity,Project_Activity,Project_Technology,Completion_Date,TN_Reduction_lbs_yr,ProjectLatitude,ProjectLongitude,Acres,ActualProjectCost,MAC_Notes
TBEP_APDB_1992-2016,OSS_Syn_0250,Stormwater Connection to Hookers Point Wastewater Treatment Plant,Hillsborough Bay,CSX Transportation,Nonpoint_Source,Send_to_WWTP,2005,3200,27.923732,-82.437007,,NA,Curren plant
TBEP_APDB_1992-2016,OSS_Syn_0251,Tampa Bay Regional Surface Water Treatment Plant Expansion,Hillsborough Bay,Tampa Bay Water,Nonpoint_Source,Send_to_WWTP,2008,61293,27.857194,-82.268657,,133000000,duplicates? 
TBEP_APDB_1992-2016,OSS_Syn_0252,Tampa Bay Regional Surface Water Treatment Plant Expansion,Hillsborough Bay,Tampa Bay Water,Nonpoint_Source,Send_to_WWTP,2008,78456,27.982428,-82.352551,,NA,duplicates? 1273&1271
TBEP_APDB_1992-2016,OSS_Syn_0253,SHARP,Hillsborough Bay,Hillsborough County,Point_Source,Increase_Reuse,2016,17096.4,27.800641,-82.38378,,,estimated location
TBEP_APDB_1992-2016,OSS_Syn_0254,Golf Creek at 13th Ave N,Boca Ciega Bay,City of St. Petersburg,Nonpoint_Source,BMP_Baffle_Box,2013,109.3,27.784653,-82.741701,,,from city plan
TBEP_APDB_1992-2016,OSS_Syn_0255,Tinney Creek at 94th Ave N,Middle Tampa Bay,City of St. Petersburg,Nonpoint_Source,BMP_Baffle_Box,2016,80.4,27.856831,-82.652146,,,from city plan
TBEP_APDB_1992-2016,OSS_Syn_0256,Lake Tarpon Water Quality Area 6 Alum Treatment,Old Tampa Bay,Pinellas Co. & FDOT,Nonpoint_Source,BMP_Alum_Treatment,2012,5055.6,28.141696,-82.739538,,,From PC 
TBEP_APDB_1992-2016,OSS_Syn_0257,Cypress Point Park Restoration,Hillsborough Bay,City of Tampa,Habitat_Protection,Acquisition,2004,NA,28.019236,-82.21548,,250000,HB mid point
TBEP_APDB_1992-2016,OSS_Syn_0258,Gibsonton on the Bay,Hillsborough Bay,SWFWMD,Nonpoint_Source,BMP_CDS_Unit,2005,NA,28.019236,-82.21548,,806247,HB mid point
TBEP_APDB_1992-2016,OSS_Syn_0259,Street Sweeping - Hillsborough County Total,Hillsborough Bay,Hillsborough County,Nonpoint_Source,Street_Sweeping,2012,1958,28.019236,-82.21548,,,HB mid point
TBEP_APDB_1992-2016,OSS_Syn_0260,Street Sweeping Program,Hillsborough Bay,City of Tampa,Nonpoint_Source,Street_Sweeping,2016,6804,28.019236,-82.21548,,,HB mid point
TBEP_APDB_1992-2016,OSS_Syn_0261,Silver Lake Sediment Inactivation,Boca Ciega Bay,PC & FDOT,Nonpoint_Source,BMP_Management,2014,NA,27.795442,-82.768757,,,in Boca Ciega Bay
TBEP_APDB_1992-2016,OSS_Syn_0262,Stormwater Catch Basin Cleanouts,Boca Ciega Bay,Pinellas County,Nonpoint_Source,BMP_Management,2012,1439,27.795442,-82.768757,,,in Boca Ciega Bay
TBEP_APDB_1992-2016,OSS_Syn_0263,Street Sweeping,Boca Ciega Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2012,519,27.795442,-82.768757,,,in Boca Ciega Bay
TBEP_APDB_1992-2016,OSS_Syn_0264,Street Sweeping - Boca Ciega Bay,Boca Ciega Bay,City of St. Petersburg,Nonpoint_Source,Street_Sweeping,2012,345,27.795442,-82.768757,,,in Boca Ciega Bay
TBEP_APDB_1992-2016,OSS_Syn_0265,Del Oro Phase 1,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Management,1996,58.5,27.973912,-82.701773,,328386,in DelOro neighborhood
TBEP_APDB_1992-2016,OSS_Syn_0266,High Ridge Estates,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,1992,87.2,28.011486,-82.749312,,NA,in High Ridge neighborhood
TBEP_APDB_1992-2016,OSS_Syn_0267,Jean Park STA,Hillsborough Bay,Hillsborough County,Nonpoint_Source,BMP_Management,2002,30.1,28.067864,-82.472364,,NA,in Tampa but not near Jean St.
TBEP_APDB_1992-2016,OSS_Syn_0268,Kapok Restoration Project,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Treatment_Train,2006,644,27.972613,-82.714438,,13514272,Kapok area
TBEP_APDB_1992-2016,OSS_Syn_0269,Allen's Creek Rehabilitation At Lake View And Hercules (Red Maple Swamp),Old Tampa Bay,Pinellas County,Habitat_Enhancement,FW_Wetlands,1998,1466.8,27.949945,-82.751747,,NA,Lake/Hercules creek area
TBEP_APDB_1992-2016,OSS_Syn_0270,City of Largo Reclaimed Water (Reuse),Old Tampa Bay,City of Largo,Point_Source,Increase_Reuse,1997,58592.7,27.907089,-82.703688,,NA,Largo Wastewater Plant
TBEP_APDB_1992-2016,OSS_Syn_0271,Lealman Area Drainage Improvements,Boca Ciega Bay,Pinellas County,Nonpoint_Source,BMP_Stormwater_Pond,2012,341,27.821352,-82.786942,,,Lealman area
TBEP_APDB_1992-2016,OSS_Syn_0272,Conservation Easement,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2009,584,27.59344,-82.675961,,NA,LTB mid point (check??)
TBEP_APDB_1992-2016,OSS_Syn_0273,MARS Reclaimed Network Upgrades,Lower Tampa Bay,Manatee County,Point_Source,Increase_Reuse,2018,2663,27.478172,-82.343578,,4890000,mid of county
TBEP_APDB_1992-2016,OSS_Syn_0274,City of Temple Terrace River Fest,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2005,NA,28.019236,-82.21548,,2162,mid point HB
TBEP_APDB_1992-2016,OSS_Syn_0275,Discovery Garden,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2004,NA,28.019236,-82.21548,,17000,mid point HB
TBEP_APDB_1992-2016,OSS_Syn_0276,Hillsborough River Campaign,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2004,NA,28.019236,-82.21548,,5834,mid point HB
TBEP_APDB_1992-2016,OSS_Syn_0277,Hillsborough River Greenways Task Force-HRGTF,Hillsborough Bay,TBRPC,Nonpoint_Source,Education,2005,NA,28.019236,-82.21548,,2300,mid point HB
TBEP_APDB_1992-2016,OSS_Syn_0278,Alum Treatment of Five Priority Subbasins Discharging to Lake Seminole,Boca Ciega Bay,Pinellas County,Nonpoint_Source,BMP_Alum_Treatment,2012,43812,27.839758,-82.779954,,,mid point Lake Seminole
TBEP_APDB_1992-2016,OSS_Syn_0279,Clam Bayou Stormwater Treatment and Habitat Restoration (phase 3),Boca Ciega Bay,SWFWMD,Nonpoint_Source,BMP_Treatment_Train,2012,1372,27.741767,-82.691206,,,mid point of bayou
TBEP_APDB_1992-2016,OSS_Syn_0280,Clam Bayou Stormwater Treatment North,Boca Ciega Bay,SWFWMD,Nonpoint_Source,BMP_Stormwater_Pond,2012,952,27.741767,-82.691206,,,mid point of bayou
TBEP_APDB_1992-2016,OSS_Syn_0281,Clam Bayou Stormwater Treatment South,Boca Ciega Bay,SWFWMD,Nonpoint_Source,BMP_Stormwater_Pond,2012,272,27.741767,-82.691206,,,mid point of bayou
TBEP_APDB_1992-2016,OSS_Syn_0282,City of Plant City -  Existing Reuse by Reclaimed Water Irrigation,Hillsborough Bay,City of Plant City,Point_Source,Increase_Reuse,2007,1257.1,28.019236,-82.21548,,NA,mid point of city
TBEP_APDB_1992-2016,OSS_Syn_0283,City of Plant City -  Reclaimed Water Irrigation at City Parks,Hillsborough Bay,City of Plant City,Point_Source,Increase_Reuse,2009,244.2,28.019236,-82.21548,,NA,mid point of city
TBEP_APDB_1992-2016,OSS_Syn_0284,Street Sweeping - City of Plant City,Hillsborough Bay,City of Plant City,Nonpoint_Source,Street_Sweeping,2012,434.6,28.019236,-82.21548,,,mid point of City
TBEP_APDB_1992-2016,OSS_Syn_0285,BRASWA,Manatee River,Manatee County,Nonpoint_Source,BMP_Management,2012,NA,27.468135,-82.093013,,,mid point of County
TBEP_APDB_1992-2016,OSS_Syn_0286,Deep Well Injection at NWRF,Manatee River,Manatee County,Point_Source,Increase_Reuse,2018,NA,27.468135,-82.093013,,9997719,mid point of County
TBEP_APDB_1992-2016,OSS_Syn_0287,Deep Well Injection at SWWRF,Manatee River,Manatee County,Point_Source,Increase_Reuse,2017,NA,27.468135,-82.093013,,6627000,mid point of County
TBEP_APDB_1992-2016,OSS_Syn_0288,Manatee County SEWRF Upgrades,Manatee River,Manatee County,Point_Source,Increase_Reuse,2016,NA,27.468135,-82.093013,,,mid point of County
TBEP_APDB_1992-2016,OSS_Syn_0289,Manatee County SWWRF Upgrade,Manatee River,Manatee County,Point_Source,PS_Treatment,2017,34.3,27.468135,-82.093013,,NA,mid point of County
TBEP_APDB_1992-2016,OSS_Syn_0290,Wares Creek Flood Reduction & Dredging,Manatee River,Manatee County,Nonpoint_Source,BMP_Management,2015,NA,27.49477,-82.577904,,,mid point of creek
TBEP_APDB_1992-2016,OSS_Syn_0291,Seminole Bypass Canal Regional Stormwater Treatment Facility,Boca Ciega Bay,Pinellas County,Nonpoint_Source,BMP_Baffle_Box,2012,18339,27.839758,-82.779954,,,mid point of lake
TBEP_APDB_1992-2016,OSS_Syn_0292,Bennett Park,Manatee River,Manatee County,Habitat_Enhancement,Exotic_Control,2012,NA,27.501128,-82.484261,,,mid point of park
TBEP_APDB_1992-2016,OSS_Syn_0293,Duette Preserve Wetlands Restoration,Manatee River,Manatee County,Habitat_Establishment,FW_Wetlands,2015,NA,27.529163,-82.105036,,,mid point of preserve
TBEP_APDB_1992-2016,OSS_Syn_0294,Lake Seminole Alum Treatment Subbasin 2,Boca Ciega Bay,Pinellas County,Nonpoint_Source,BMP_Alum_Treatment,2017,NA,27.853511,-82.782753,,NA,mid point top lobe of lake
TBEP_APDB_1992-2016,OSS_Syn_0295,Filter Baskets- Allens Creek Watershed,Old Tampa Bay,City of Largo,Nonpoint_Source,BMP_Management,2013,NA,27.908671,-82.786604,,,Middle of City of Largo
TBEP_APDB_1992-2016,OSS_Syn_0296,Nitrogen Reduction Evaluation,Old Tampa Bay,City of Largo,Nonpoint_Source,BMP_Management,2016,NA,27.908671,-82.786604,,,Middle of City of Largo
TBEP_APDB_1992-2016,OSS_Syn_0297,Street Sweeping – Long Branch & Allens Creek,Old Tampa Bay,City of Largo,Nonpoint_Source,Street_Sweeping,2016,482.6,27.908671,-82.786604,,,Middle of City of Largo
TBEP_APDB_1992-2016,OSS_Syn_0298,Lake Tarpon Stormwater Treatment (Areas 44/47),Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2014,559.2,28.12119,-82.726622,,,Middle of Lake Tarpon
TBEP_APDB_1992-2016,OSS_Syn_0299,Street Sweeping,Old Tampa Bay,City of Safety Harbor,Nonpoint_Source,Street_Sweeping,2012,180.6,28.002831,-82696412,,,Middle of Safety Harbor
TBEP_APDB_1992-2016,OSS_Syn_0300,Cargill Fertilizer Dedicated Sump By Production Lab,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,1996,59.4,27.863575,-82.385047,,NA,Mosaic plant
TBEP_APDB_1992-2016,OSS_Syn_0301,Cargill Fertilizer Stormwater Ponds,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,1998,9.6,27.863575,-82.385047,,NA,Mosaic plant
TBEP_APDB_1992-2016,OSS_Syn_0302,CF Industries Improved Dust Suppressant Application On Fertilizer Products,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,1994,108,27.927192,-82.435207,,NA,Mosaic plant
TBEP_APDB_1992-2016,OSS_Syn_0303,CF Industries Product Conveyor System Enhancement - Phase 2,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,1997,41.4,27.927192,-82.435207,,NA,Mosaic plant
TBEP_APDB_1992-2016,OSS_Syn_0304,Mosaic Riverview -  Enhanced Housekeeping and Street Sweeping,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,2004,40,27.863575,-82.385047,,NA,Mosaic plant
TBEP_APDB_1992-2016,OSS_Syn_0305,Mosaic Riverview -  Improved drainage in Phosphoric Acid Production Areas,Hillsborough Bay,Mosaic,Point_Source,BMP_On_Site,2005,20,27.863575,-82.385047,,NA,Mosaic plant
TBEP_APDB_1992-2016,OSS_Syn_0306,Roosevelt Creek Stormwater - Phase I,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Stormwater_Pond,2002,109.1,27.91004,-82.704393,,1300000,near Roosevelt
TBEP_APDB_1992-2016,OSS_Syn_0307,Alafia River Corridor Land Acquisition,Hillsborough Bay,SWFWMD,Habitat_Protection,Acquisition,1995,504,27.826852,-82.132505,,NA,near State Park
TBEP_APDB_1992-2016,OSS_Syn_0308,Sediment Trap: West Tampa,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_CDS_Unit,2005,1.5,27.97661666,-82.48889106,,278000,near W. Ohio Ave & N. Habana
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0309,Sweetwater (Skyway Mitigation),Old Tampa Bay,Hillsborough County,Habitat_Establishment,FW_Wetlands,2003,,27.973164,-82.547552,0.365,NA,not near skyway
TBEP_APDB_1992-2016,OSS_Syn_0310,Brooker / Anclote Corridor Land Acquisition -1,Old Tampa Bay,Pinellas County,Habitat_Protection,Acquisition,2001,NA,28.012172,-82.609611,,411500,OTB mid point
TBEP_APDB_1992-2016,OSS_Syn_0311,Brooker / Anclote Corridor Land Acquisition -2,Old Tampa Bay,Pinellas County,Habitat_Protection,Acquisition,2001,NA,28.012172,-82.609611,,105000,OTB mid point
TBEP_APDB_1992-2016,OSS_Syn_0312,Brooker / Anclote Corridor Land Acquisition -3,Old Tampa Bay,Pinellas County,Habitat_Protection,Acquisition,2001,NA,28.012172,-82.609611,,450000,OTB mid point
TBEP_APDB_1992-2016,OSS_Syn_0313,Brooker Creek Land Acquisition -1,Old Tampa Bay,Pinellas County,Habitat_Protection,Acquisition,2001,NA,28.012172,-82.609611,,5382000,OTB mid point
TBEP_APDB_1992-2016,OSS_Syn_0314,Brooker Creek Land Acquisition -2,Old Tampa Bay,Pinellas County,Habitat_Protection,Acquisition,2001,NA,28.012172,-82.609611,,46800,OTB mid point
TBEP_APDB_1992-2016,OSS_Syn_0315,Wall Springs Land Acquisition -2,Old Tampa Bay,Pinellas County,Habitat_Protection,Acquisition,2001,NA,28.012172,-82.609611,,21450000,OTB mid point
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0316,Tampa Bypass (Rice Road/Jim Johnson Mitigation),Hillsborough Bay,Hillsborough County,Habitat_Establishment,FW_Wetlands,2003,,27.997755,-82.098523,2.135,NA,outside Plant City
TBEP_APDB_1992-2016,OSS_Syn_0317,Pinellas Park Channel 2 Alum Stormwater Retrofit Project,Middle Tampa Bay,City of Pinellas Park,Nonpoint_Source,BMP_Treatment_Train,1998,272,27.85742,-82.712465,,NA,random mid point of P. Park
TBEP_APDB_1992-2016,OSS_Syn_0318,Overlay District Projects - Agriculture,Lower Tampa Bay,Manatee County,Nonpoint_Source,BMP_Management,2000,17154.5,27.498853,-82.292007,,NA,random mid-county point
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0319,Marsh Creek,Manatee River,SWFWMD-SWIM,Habitat_Establishment,Saltmarsh,2005,,27.71903,-82.432454,9,NA,Ruskin ?
TBEP_APDB_1992-2016,OSS_Syn_0320,Tampa Bay Regional Surface Water Treatment Plant Expansion (TBC/Hillsborough River),Hillsborough Bay,Tampa Bay Water,Nonpoint_Source,Send_to_WWTP,2016,121438,28.019236,-82.21548,,,same as 1273&1271? (HB mid)
TBEP_APDB_1992-2016,OSS_Syn_0321,Lake Maggiore Alum Injection,Middle Tampa Bay,City of St. Petersburg,Nonpoint_Source,BMP_Alum_Treatment,1998,6212,27.729943,-82.651428,,4000000,shore of Lake
TBEP_APDB_1992-2016,OSS_Syn_0322,Snell Isle & Rafael Blvds. NE,Middle Tampa Bay,City of St. Petersburg,Nonpoint_Source,BMP_Baffle_Box,2017,NA,27.795393,-82.615613,,NA,st rafael near snell isle
USEPA_GPRA_2008-2017,OSS_Syn_0323,Alafia Bank Bird Sanctuary Artificial Reef,Hillsborough Bay,,Habitat_Establishment,Oyster_Habitat,2012,,27.847,-82.415,0,"$84,500.00 ",Sunken Island
TBEP_APDB_1992-2016,OSS_Syn_0324,Jungle Lake NE at Walter Fuller Park,Boca Ciega Bay,City of St. Petersburg,Nonpoint_Source,BMP_Baffle_Box,2013,26.6,27.798089,-82.747827,,,SWFWMD plans
TBEP_APDB_1992-2016,OSS_Syn_0325,Jungle Lake Outfall at 27th Ave N,Boca Ciega Bay,City of St. Petersburg,Nonpoint_Source,BMP_Baffle_Box,2012,32.4,27.796376,-82.747535,,,SWFWMD plans
TBEP_APDB_1992-2016,OSS_Syn_0326,29th or 30th Street Outfall/ Mckay Bay,Hillsborough Bay,City of Tampa,Nonpoint_Source,BMP_Baffle_Box,1998,33.3,28.027694,-82.426375,70-75,NA,updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0327,Alafia River Boat Ramp,Hillsborough Bay,Hillsborough County Parks & Recreation,Habitat_Enhancement,Exotic_Control,2005,,27.880799,-82.299613,1,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0328,Allen's Creek Erosion Control,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2010,NA,27.949945,-82.751747,,690000,updated
TBEP_APDB_1992-2016,OSS_Syn_0329,"Alligator Creek Channel ""H"" Stormwater Treatment Pond",Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Stormwater_Pond,1995,798.9,27.986,-82.7274,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0330,Alligator Creek Pond at Logan Street,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Stormwater_Pond,2002,431.8,27.986,-82.7241,,1400000,updated
TBEP_APDB_1992-2016,OSS_Syn_0331,Ballast Point Shoreline Restoration,Hillsborough Bay,City of Tampa,Habitat_Establishment,Saltmarsh,2004,NA,27.889141,-82.481505,,105000,updated
TBEP_APDB_1992-2016,OSS_Syn_0332,Bayside Bridge Pond Rehabilitation,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Stormwater_Pond,2004,11.4,27.95994,-82.70818,,200000,updated
TBEP_APDB_1992-2016,OSS_Syn_0333,Boy Scout - Land Acquisition,Hillsborough Bay,Hillsborough County,Habitat_Protection,Acquisition,1999,NA,27.866504,-82.204979,,51355,updated
TBEP_APDB_1992-2016,OSS_Syn_0334,Brushy Creek Wetland Enhancement Project,Old Tampa Bay,Hillsborough County,Habitat_Enhancement,FW_Wetlands,1993,2.4,28.0611281,-82.5650969,,638494,updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0335,City of Clearwater Exotic and Invasive Species Project - Cliff Stephens,Old Tampa Bay,City of Clearwater,Habitat_Enhancement,Exotic_Control,2006,,27.974098,-82.722698,2,"$35,567.00 ",updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0336,City of Clearwater Exotic and Invasive Species project - Northeast Coachman,Old Tampa Bay,City of Clearwater,Habitat_Enhancement,Exotic_Control,2006,,27.975838,-82.737074,17,"$35,567.00 ",updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0337,City of Clearwater Exotic and Invasive Species Project - Winding Woods,Old Tampa Bay,City of Clearwater,Habitat_Enhancement,Exotic_Control,2006,,28.015649,-82.725947,15,"$35,567.00 ",updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0338,Clam Bayou: Phase 2,Boca Ciega Bay,City of St. Petersburg,Habitat_Enhancement,Exotic_Control,NA,,27.745067,-82.687888,30,"$98,000.00 ",updated
TBEP_APDB_1992-2016,OSS_Syn_0339,Cliff Stephens Park Stormwater Retrofitting,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Wetland_Treatment,2002,11600,27.974098,-82.722698,,690000,updated
TBEP_APDB_1992-2016,OSS_Syn_0340,Cooper's Point Restoration,Old Tampa Bay,City of Clearwater,Habitat_Establishment,Mangroves,2001,NA,27.972939,-82.691683,,315221,updated
TBEP_APDB_1992-2016,OSS_Syn_0341,Facility Improvements,Hillsborough Bay,Eastern Terminals,Point_Source,BMP_On_Site,2008,3000,27.921396,-82.418562,,NA,updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0342,Felts Preserve-Audubon Restoration Project,Terra Ceia Bay,FDEP,Habitat_Establishment,FW_Wetlands,2006,,27.555058,-82.53916,30,"$25,000.00 ",updated
TBEP_APDB_1992-2016,OSS_Syn_0343,Fort Brooke/Cotanchobee Park Shoreline - habitat restoration,Hillsborough Bay,SWFWMD,Habitat_Establishment,Saltmarsh,2002,NA,27.9416,-82.451627,,272625,updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0344,Grandview Park,Middle Tampa Bay,City of St. Petersburg Parks Department,Habitat_Enhancement,Exotic_Control,2001,,27.735016,-82.640825,2.5,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0345,Itchepackesassa Creek Wetland Treatment Project,Hillsborough Bay,Polk County,Nonpoint_Source,BMP_Wetland_Treatment,2013,3760,28.060513,-82.030588,,,updated
TBEP_APDB_1992-2016,OSS_Syn_0346,Lake Maggiore Dredging Project,Middle Tampa Bay,City of St. Petersburg,Habitat_Enhancement,Dredging,2006,3425.7,27.729943,-82.651428,,13000000,updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0347,Little Bayou Habitat Restoration Project: Phase 2,Middle Tampa Bay,City of St. Petersburg,Habitat_Establishment,Saltmarsh,2005,,27.719013,-82.637688,3,"$75,000.00 ",updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0348,Lower Sweetwater (Hoover Blvd Mitigation),Old Tampa Bay,Hillsborough County,Habitat_Establishment,FW_Wetlands,2005,,27.991027,-82.562671,1.15,NA,updated
USF_WaterAtlas_Hab_1971-2007,OSS_Syn_0349,MacDill Airforce Base Salt Marsh Restoration,Hillsborough Bay,TBW,Habitat_Enhancement,Saltmarsh,2001,,27.83381,-82.46942,3,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0350,McMullen Booth Road @ Curlew Road,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Treatment_Train,2003,NA,28.049405,-82.708656,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0351,Mirror Lake Stormwater Retrofit,Middle Tampa Bay,City of St. Petersburg,Nonpoint_Source,BMP_Management,2000,1553,27.774319,-82.642477,,529000,updated
TBEP_APDB_1992-2016,OSS_Syn_0352,Moccasin Lake Park Restoration,Old Tampa Bay,City of Clearwater,Habitat_Establishment,Mangroves,2001,NA,27.975851,-82.724149,,460000,updated
TBEP_APDB_1992-2016,OSS_Syn_0353,Repowering Gannon Power Plant - Bayside Facility,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2003,3588,27.734344,-82.403848,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0354,Repowering Gannon Power Plant - Bayside Facility,Hillsborough Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2003,4137,27.734344,-82.403848,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0355,Repowering Gannon Power Plant - Bayside Facility,Old Tampa Bay,TECO,Nonpoint_Source,Atmospheric_Deposition,2003,3877,27.734344,-82.403848,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0356,Safety Harbor Stormwater Retrofit Project,Old Tampa Bay,City of Safety Harbor,Nonpoint_Source,BMP_Management,1995,1079.4,28.002975,-82.696415,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0357,Schultz Nature Park,Hillsborough Bay,SWFWMD,Habitat_Establishment,FW_Wetlands,2004,NA,27.811021,-82.391221,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0358,Schultz Nature Park,Hillsborough Bay,SWFWMD,Habitat_Establishment,Mangroves,2004,NA,27.811021,-82.391221,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0359,St. Paul's Drive Restoration,Old Tampa Bay,Pinellas County,Habitat_Establishment,FW_Wetlands,1997,NA,27.935076,-82.757302,,NA,updated
TBEP_APDB_1992-2016,OSS_Syn_0360,St. Petersburg Retrofit - CDS Units (storage yard under 1-275),Middle Tampa Bay,SWFWMD,Nonpoint_Source,BMP_CDS_Unit,2002,4.7,27.76694,-82.657248,,109301,updated
TBEP_APDB_1992-2016,OSS_Syn_0361,Annual Street Sweeping Maintenance BMP,Old Tampa Bay,City of Tampa,Nonpoint_Source,Street_Sweeping,2012,NA,28.012172,-82.609611,,,updated - OTB mid point
TBEP_APDB_1992-2016,OSS_Syn_0362,"Howard Frankland Habitat Restoration ""Gateway""",Old Tampa Bay,SWFWMD,Habitat_Establishment,Uplands,2004,NA,27.944329,-82.543802,,2931676,"updated - Tampa, end of bridge"
TBEP_APDB_1992-2016,OSS_Syn_0363,Agricultural BMPs,Hillsborough Bay,FDEP/FDACS,Nonpoint_Source,BMP_Agricultural,2012,NA,28.019236,-82.21548,,,updated HB mid
TBEP_APDB_1992-2016,OSS_Syn_0364,Septic To Sewer Conversions In Largo,Old Tampa Bay,City of Largo,Nonpoint_Source,Send_to_WWTP,1997,3000,27.908671,-82.786604,,1900000,updated mid point of largo
TBEP_APDB_1992-2016,OSS_Syn_0365,Stormwater Catch Basin Cleanouts,Middle Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2012,74,27.729943,-82.215645,,,updated Middle TBay
TBEP_APDB_1992-2016,OSS_Syn_0366,Street Sweeping,Middle Tampa Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2012,27,27.729943,-82.215645,,,updated Middle TBay
TBEP_APDB_1992-2016,OSS_Syn_0367,Pond project,Old Tampa Bay,"Duke Energy, Inc.",Nonpoint_Source,BMP_Stormwater_Pond,2013,10600,28.012172,-82.609611,,,updated OTB mid
TBEP_APDB_1992-2016,OSS_Syn_0368,Stormwater Catch Basin Cleanouts,Old Tampa Bay,Pinellas County,Nonpoint_Source,BMP_Management,2012,1170,28.012172,-82.609611,,,updated OTB mid
TBEP_APDB_1992-2016,OSS_Syn_0369,Street Sweeping,Old Tampa Bay,Pinellas County,Nonpoint_Source,Street_Sweeping,2012,422,28.012172,-82.609611,,,updated OTB mid
TBEP_APDB_1992-2016,OSS_Syn_0370,Street Sweeping - Hillsborough County Total,Old Tampa Bay,Hillsborough County,Nonpoint_Source,Street_Sweeping,2012,1958,28.012172,-82.609611,,,updated OTB mid
TBEP_APDB_1992-2016,OSS_Syn_0371,Street Sweeping - Old Tampa Bay,Old Tampa Bay,City of St. Petersburg,Nonpoint_Source,Street_Sweeping,2012,136,28.012172,-82.609611,,,updated OTB mid
TBEP_APDB_1992-2016,OSS_Syn_0372,Al Lopez Park Pond Enhancement,Old Tampa Bay,City of Tampa,Nonpoint_Source,BMP_Stormwater_Pond,1994,43.9,27.989239,-82.502568,,375000,updated to Al Lopez Park
TBEP_APDB_1992-2016,OSS_Syn_0373,Arcturas Pond Outfall,Old Tampa Bay,City of Clearwater,Nonpoint_Source,BMP_Management,2001,NA,27.962585,-82.759522,,NA,"updated to Arcturas area, Clw."
TBEP_APDB_1992-2016,OSS_Syn_0374,Braden River Park of Commerce,Lower Tampa Bay,Manatee County,Habitat_Protection,Acquisition,2007,508,27.418089,-82.397918,,NA,updated to Braden River
TBEP_APDB_1992-2016,OSS_Syn_0375,Cabbage Patch Point,Old Tampa Bay,City of Largo,Habitat_Establishment,Mangroves,2007,NA,27.911411,-82.655932,,NA,updated to Cabbage Patch point
TBEP_APDB_1992-2016,OSS_Syn_0376,Lower Bullfrog Creek - habitat restoration,Hillsborough Bay,SWFWMD,Habitat_Establishment,Saltmarsh,2001,NA,27.837637,-82.382455,,571351,updated to creek
